"codele";"codtse";"data";"hora";"apuracao";"turno";"fase";"ncand";"nome";"partido";"votabs";"votpor";"situacao";"cargo";"codibge";"uf";"regiao";"compilado"
"426";"61891";"15/11/2020";"23:33:29";" 100,00";"1";"o";"55";"DENILSON ZIROLDO";"PSD - PDT / SOLIDARIEDADE / REPUBLICANOS / CIDADANIA / DEM / PV / PATRIOTA / AVANTE / PSD";"11941";"  29,44";"Não eleito";"prefeito";"3504503";"SP";"SE";2020-11-16 17:49:55
"426";"61891";"15/11/2020";"23:33:29";" 100,00";"1";"o";"17";"BOMBEIRO MONTEIRO";"PSL - PRTB / PSL / PSC";"6987";"  17,23";"Não eleito";"prefeito";"3504503";"SP";"SE";2020-11-16 17:49:55
"426";"61891";"15/11/2020";"23:33:29";" 100,00";"1";"o";"13";"PROFESSOR SEBASTIÃO PROFESSOR";"PT";"1391";"   3,43";"Não eleito";"prefeito";"3504503";"SP";"SE";2020-11-16 17:49:55
"426";"61905";"15/11/2020";"23:10:04";" 100,00";"1";"o";"10";"DR JUNIOR";"REPUBLICANOS - REPUBLICANOS / PL / PT / SOLIDARIEDADE";"1828";"  21,21";"";"prefeito";"3549953";"SP";"SE";2020-11-16 17:49:55
"426";"61905";"15/11/2020";"23:10:04";" 100,00";"1";"o";"90";"GILSON SILVA";"PROS";"80";"   0,93";"";"prefeito";"3549953";"SP";"SE";2020-11-16 17:49:55
"426";"61905";"15/11/2020";"23:10:04";" 100,00";"1";"o";"15";"WASHINGTON JAPA";"MDB";"472";"   5,48";"";"prefeito";"3549953";"SP";"SE";2020-11-16 17:49:55
"426";"61905";"15/11/2020";"23:10:04";" 100,00";"1";"o";"55";"CAPITÃO LENER";"PSD - PSD / PODE / PV";"2249";"  26,09";"";"prefeito";"3549953";"SP";"SE";2020-11-16 17:49:55
"426";"61905";"15/11/2020";"23:10:04";" 100,00";"1";"o";"45";"FERNANDÃO";"PSDB - PDT / PSDB";"3649";"  42,34";"";"prefeito";"3549953";"SP";"SE";2020-11-16 17:49:55
"426";"61905";"15/11/2020";"23:10:04";" 100,00";"1";"o";"17";"VANDERLEI PM";"PSL - PSL / AVANTE";"341";"   3,96";"";"prefeito";"3549953";"SP";"SE";2020-11-16 17:49:55
"426";"61913";"15/11/2020";"22:54:11";" 100,00";"1";"o";"55";"TUTI";"PSD - PSL / PSD";"2249";"  24,03";"Não eleito";"prefeito";"3504602";"SP";"SE";2020-11-16 17:49:55
"426";"61913";"15/11/2020";"22:54:11";" 100,00";"1";"o";"14";"MEIRI CATELANI";"PTB - PTB / PL";"2417";"  25,82";"Não eleito";"prefeito";"3504602";"SP";"SE";2020-11-16 17:49:55
"426";"61913";"15/11/2020";"22:54:11";" 100,00";"1";"o";"25";"JOÃO CARLOS VIEIRA";"DEM";"324";"   3,46";"Não eleito";"prefeito";"3504602";"SP";"SE";2020-11-16 17:49:55
"426";"61913";"15/11/2020";"22:54:11";" 100,00";"1";"o";"11";"CANELA";"PP";"111";"   1,19";"Não eleito";"prefeito";"3504602";"SP";"SE";2020-11-16 17:49:55
"426";"61913";"15/11/2020";"22:54:11";" 100,00";"1";"o";"28";"MAJOR NETO";"PRTB - PRTB / PSC";"646";"   6,90";"Não eleito";"prefeito";"3504602";"SP";"SE";2020-11-16 17:49:55
"426";"61913";"15/11/2020";"22:54:11";" 100,00";"1";"o";"45";"TOBARDINI";"PSDB - PDT / MDB / CIDADANIA / PSDB / AVANTE";"3613";"  38,60";"Eleito";"prefeito";"3504602";"SP";"SE";2020-11-16 17:49:55
"426";"61921";"16/11/2020";"00:19:21";" 100,00";"1";"o";"77";"BRUCUTU";"SOLIDARIEDADE - PTB / SOLIDARIEDADE";"858";"  43,98";"Não eleito";"prefeito";"3557154";"SP";"SE";2020-11-16 17:49:55
"426";"61921";"16/11/2020";"00:19:21";" 100,00";"1";"o";"25";"HEDER PATURI";"DEM";"1093";"  56,02";"Eleito";"prefeito";"3557154";"SP";"SE";2020-11-16 17:49:55
"426";"61930";"15/11/2020";"23:22:35";" 100,00";"1";"o";"25";"FLÁVIO BOB";"DEM";"284";"  25,18";"Não eleito";"prefeito";"3504701";"SP";"SE";2020-11-16 17:49:55
"426";"61930";"15/11/2020";"23:22:35";" 100,00";"1";"o";"45";"JACKSON";"PSDB - PSDB / PTB / MDB";"844";"  74,82";"Eleito";"prefeito";"3504701";"SP";"SE";2020-11-16 17:49:55
"426";"61948";"16/11/2020";"11:18:01";" 100,00";"1";"o";"13";"SIRLENE";"PT - PDT / PT / DEM / PTB / PSB";"1066";"  40,20";"Não eleito";"prefeito";"3522653";"SP";"SE";2020-11-16 17:49:55
"426";"61948";"16/11/2020";"11:18:01";" 100,00";"1";"o";"65";"CESAR CONSTRUVALE";"PC do B";"1586";"  59,80";"Eleito";"prefeito";"3522653";"SP";"SE";2020-11-16 17:49:55
"426";"61956";"15/11/2020";"23:43:10";" 100,00";"1";"o";"15";"DU LOURENÇO";"MDB - PP / PROS / MDB / SOLIDARIEDADE";"3727";"  62,86";"Eleito";"prefeito";"3504800";"SP";"SE";2020-11-16 17:49:55
"426";"61956";"15/11/2020";"23:43:10";" 100,00";"1";"o";"45";"PAULO CARTEIRO";"PSDB - PSL / DEM / PSDB";"2202";"  37,14";"Não eleito";"prefeito";"3504800";"SP";"SE";2020-11-16 17:49:55
"426";"61964";"15/11/2020";"22:30:22";" 100,00";"1";"o";"45";"JOÃO BRITTO";"PSDB - PTB / PSDB";"520";"  33,83";"Não eleito";"prefeito";"3529658";"SP";"SE";2020-11-16 17:49:55
"426";"61964";"15/11/2020";"22:30:22";" 100,00";"1";"o";"17";"CARLOS ZAMBON";"PSL";"25";"   1,63";"Não eleito";"prefeito";"3529658";"SP";"SE";2020-11-16 17:49:55
"426";"61964";"15/11/2020";"22:30:22";" 100,00";"1";"o";"11";"J CARLOS";"PP - REPUBLICANOS / PP";"992";"  64,54";"Eleito";"prefeito";"3529658";"SP";"SE";2020-11-16 17:49:55
"426";"61972";"15/11/2020";"23:10:40";" 100,00";"1";"o";"43";"GUINHO";"PV";"1072";"  18,94";"Não eleito";"prefeito";"3504909";"SP";"SE";2020-11-16 17:49:55
"426";"61972";"15/11/2020";"23:10:40";" 100,00";"1";"o";"10";"DR WILLIAM";"REPUBLICANOS - REPUBLICANOS / PSDB";"2848";"  50,33";"Eleito";"prefeito";"3504909";"SP";"SE";2020-11-16 17:49:55
"426";"61972";"15/11/2020";"23:10:40";" 100,00";"1";"o";"55";"EDUARDO DO BANESPA";"PSD - PP / PSD";"1319";"  23,31";"Não eleito";"prefeito";"3504909";"SP";"SE";2020-11-16 17:49:55
"426";"61972";"15/11/2020";"23:10:40";" 100,00";"1";"o";"12";"EDSON AGUIAR RANCHÃO";"PDT - PDT / MDB";"420";"   7,42";"Não eleito";"prefeito";"3504909";"SP";"SE";2020-11-16 17:49:55
"426";"61980";"15/11/2020";"23:11:17";" 100,00";"1";"o";"45";"NICANOR";"PSDB - PT / REPUBLICANOS / PSDB";"1980";"  35,28";"Não eleito";"prefeito";"3532827";"SP";"SE";2020-11-16 17:49:55
"426";"61980";"15/11/2020";"23:11:17";" 100,00";"1";"o";"14";"JOSI DO ELIEL";"PTB - PP / PSD / PTB";"3632";"  64,72";"Eleito";"prefeito";"3532827";"SP";"SE";2020-11-16 17:49:55
"426";"61999";"15/11/2020";"23:34:27";" 100,00";"1";"o";"55";"RODRIGO";"PSD";"2128";"  52,05";"Eleito";"prefeito";"3505104";"SP";"SE";2020-11-16 17:49:55
"426";"61999";"15/11/2020";"23:34:27";" 100,00";"1";"o";"45";"JOÃO BOI";"PSDB - PSDB / PL";"389";"   9,52";"Não eleito";"prefeito";"3505104";"SP";"SE";2020-11-16 17:49:55
"426";"61999";"15/11/2020";"23:34:27";" 100,00";"1";"o";"25";"PAULINHO";"DEM";"1571";"  38,43";"Não eleito";"prefeito";"3505104";"SP";"SE";2020-11-16 17:49:55
"426";"62006";"15/11/2020";"23:21:33";" 100,00";"1";"o";"13";"ABRAHÃO PEDRO";"PT";"87";"   1,02";"Não eleito";"prefeito";"3520426";"SP";"SE";2020-11-16 17:49:55
"426";"62006";"15/11/2020";"23:21:33";" 100,00";"1";"o";"22";"DELEGADO CERONI";"PL";"835";"   9,74";"Não eleito";"prefeito";"3520426";"SP";"SE";2020-11-16 17:49:55
"426";"62006";"15/11/2020";"23:21:33";" 100,00";"1";"o";"23";"ROBERTO FRAJOLA";"CIDADANIA - CIDADANIA / PSL";"1503";"  17,54";"Não eleito";"prefeito";"3520426";"SP";"SE";2020-11-16 17:49:55
"426";"62006";"15/11/2020";"23:21:33";" 100,00";"1";"o";"25";"MARA VENTURA";"DEM - PP / PSB / PSD / DEM";"2692";"  31,42";"Não eleito";"prefeito";"3520426";"SP";"SE";2020-11-16 17:49:55
"426";"62006";"15/11/2020";"23:21:33";" 100,00";"1";"o";"45";"GERALDINO JUNIOR";"PSDB - REPUBLICANOS / PTB / PODE / PSDB";"3452";"  40,28";"Eleito";"prefeito";"3520426";"SP";"SE";2020-11-16 17:49:55
"426";"62014";"15/11/2020";"19:13:28";" 100,00";"1";"o";"22";"CINTIA ALVES";"PL";"392";"  18,66";"";"prefeito";"3505005";"SP";"SE";2020-11-16 17:49:55
"426";"62014";"15/11/2020";"19:13:28";" 100,00";"1";"o";"12";"RODRIGÃO";"PDT - PDT / PROS / PT / PSD";"1375";"  65,45";"";"prefeito";"3505005";"SP";"SE";2020-11-16 17:49:55
"426";"62014";"15/11/2020";"19:13:28";" 100,00";"1";"o";"45";"WILSON MACHADO";"PSDB - PSDB / PATRIOTA";"334";"  15,90";"";"prefeito";"3505005";"SP";"SE";2020-11-16 17:49:55
"426";"62022";"16/11/2020";"00:17:34";" 100,00";"1";"o";"25";"GISELE";"DEM - MDB / DEM";"481";"  29,78";"Não eleito";"prefeito";"3527256";"SP";"SE";2020-11-16 17:49:55
"426";"62022";"16/11/2020";"00:17:34";" 100,00";"1";"o";"14";"VANUZA";"PTB - PTB / PP";"361";"  22,35";"Não eleito";"prefeito";"3527256";"SP";"SE";2020-11-16 17:49:55
"426";"62022";"16/11/2020";"00:17:34";" 100,00";"1";"o";"45";"ODECIO";"PSDB - PSDB / PODE / PSD";"773";"  47,86";"Eleito";"prefeito";"3527256";"SP";"SE";2020-11-16 17:49:55
"426";"62030";"16/11/2020";"01:42:55";" 100,00";"1";"o";"25";"MARIA PIA";"DEM - PP / DEM";"3432";"  21,48";"Não eleito";"prefeito";"3505203";"SP";"SE";2020-11-16 17:49:55
"426";"62030";"16/11/2020";"01:42:55";" 100,00";"1";"o";"15";"ABELARDINHO";"MDB - PDT / PSL / MDB / CIDADANIA";"7315";"  45,78";"Eleito";"prefeito";"3505203";"SP";"SE";2020-11-16 17:49:55
"426";"62030";"16/11/2020";"01:42:55";" 100,00";"1";"o";"45";"NETO LEONI";"PSDB - PTB / PL / PSDB";"3212";"  20,10";"Não eleito";"prefeito";"3505203";"SP";"SE";2020-11-16 17:49:55
"426";"62030";"16/11/2020";"01:42:55";" 100,00";"1";"o";"19";"PARRAGUINHA";"PODE - PODE / PSD";"2019";"  12,64";"Não eleito";"prefeito";"3505203";"SP";"SE";2020-11-16 17:49:55
"426";"62049";"15/11/2020";"22:22:32";" 100,00";"1";"o";"25";"FIA DO POSTO";"DEM - PTB / DEM";"942";"  47,94";"Não eleito";"prefeito";"3554656";"SP";"SE";2020-11-16 17:49:55
"426";"62049";"15/11/2020";"22:22:32";" 100,00";"1";"o";"55";"CIRO PEDROSO";"PSD - REPUBLICANOS / PSD";"1023";"  52,06";"Eleito";"prefeito";"3554656";"SP";"SE";2020-11-16 17:49:55
"426";"62057";"15/11/2020";"23:14:58";" 100,00";"1";"o";"22";"MARQUINHOS GAVA";"PL - PDT / AVANTE / PL / PSB / PSD";"1632";"   7,76";"Não eleito";"prefeito";"3505302";"SP";"SE";2020-11-16 17:49:55
"426";"62057";"15/11/2020";"23:14:58";" 100,00";"1";"o";"15";"ZEQUINHA RICI";"MDB - DEM / PTB / MDB / PODE / PV";"13933";"  66,25";"Eleito";"prefeito";"3505302";"SP";"SE";2020-11-16 17:49:55
"426";"62057";"15/11/2020";"23:14:58";" 100,00";"1";"o";"17";"MARCOS ALBERTO MMJ";"PSL - PSL / PMN";"2104";"  10,00";"Não eleito";"prefeito";"3505302";"SP";"SE";2020-11-16 17:49:55
"426";"62057";"15/11/2020";"23:14:58";" 100,00";"1";"o";"45";"DR GUILHERME";"PSDB - PSDB / PP / PROS / REPUBLICANOS";"3361";"  15,98";"Não eleito";"prefeito";"3505302";"SP";"SE";2020-11-16 17:49:55
"426";"62065";"16/11/2020";"00:20:54";" 100,00";"1";"o";"45";"ZÉ LUIZ";"PSDB - PL / PSDB";"864";"  43,24";"Não eleito";"prefeito";"3503356";"SP";"SE";2020-11-16 17:49:55
"426";"62065";"16/11/2020";"00:20:54";" 100,00";"1";"o";"43";"ALDO MANSANO";"PV - CIDADANIA / DEM / PV";"1134";"  56,76";"Eleito";"prefeito";"3503356";"SP";"SE";2020-11-16 17:49:55
"426";"62073";"15/11/2020";"23:43:48";" 100,00";"1";"o";"25";"ELIANE";"DEM - PODE / DEM";"2407";"  47,93";"Não eleito";"prefeito";"3505401";"SP";"SE";2020-11-16 17:49:55
"426";"62073";"15/11/2020";"23:43:48";" 100,00";"1";"o";"45";"DR JEFFERSON";"PSDB - PSB / PSDB / SOLIDARIEDADE";"2615";"  52,07";"Eleito";"prefeito";"3505401";"SP";"SE";2020-11-16 17:49:55
"426";"62081";"15/11/2020";"23:01:15";" 100,00";"1";"o";"45";"MAYSA";"PSDB - PSDB / PTB";"1026";"  49,59";"Não eleito";"prefeito";"3507753";"SP";"SE";2020-11-16 17:49:55
"426";"62081";"15/11/2020";"23:01:15";" 100,00";"1";"o";"43";"RAFAEL DO VAVA";"PV - MDB / PV";"1043";"  50,41";"Eleito";"prefeito";"3507753";"SP";"SE";2020-11-16 17:49:55
"426";"62090";"16/11/2020";"00:14:41";" 100,00";"1";"o";"55";"RAPHAEL DUTRA";"PSD - PROS / PSD / PATRIOTA";"2272";"   4,31";"Não eleito";"prefeito";"3505500";"SP";"SE";2020-11-16 17:49:55
"426";"62090";"16/11/2020";"00:14:41";" 100,00";"1";"o";"35";"LAMBARI";"PMB";"1249";"   2,37";"Não eleito";"prefeito";"3505500";"SP";"SE";2020-11-16 17:49:55
"426";"62090";"16/11/2020";"00:14:41";" 100,00";"1";"o";"45";"DRA. GLAUCIA DELEGADA";"PSDB - AVANTE / PSDB / SOLIDARIEDADE / REPUBLICANOS / MDB";"10965";"  20,79";"Não eleito";"prefeito";"3505500";"SP";"SE";2020-11-16 17:49:55
"426";"62090";"16/11/2020";"00:14:41";" 100,00";"1";"o";"14";"ANGELO DUARTE";"PTB";"666";"   1,26";"Não eleito";"prefeito";"3505500";"SP";"SE";2020-11-16 17:49:55
"426";"62090";"16/11/2020";"00:14:41";" 100,00";"1";"o";"19";"JOANA SOLEIDE";"PODE";"918";"   1,74";"Não eleito";"prefeito";"3505500";"SP";"SE";2020-11-16 17:49:55
"426";"62090";"16/11/2020";"00:14:41";" 100,00";"1";"o";"25";"PAULA LEMOS";"DEM - PP / PL / CIDADANIA / DEM";"27540";"  52,20";"Eleito";"prefeito";"3505500";"SP";"SE";2020-11-16 17:49:55
"426";"62090";"16/11/2020";"00:14:41";" 100,00";"1";"o";"17";"DR MUNIR";"PSL - PSL / PSC / DC / PRTB / PTC";"3413";"   6,47";"Não eleito";"prefeito";"3505500";"SP";"SE";2020-11-16 17:49:55
"426";"62090";"16/11/2020";"00:14:41";" 100,00";"1";"o";"43";"LUIZ TEGAMI";"PV - PV / PDT / PSB";"5731";"  10,86";"Não eleito";"prefeito";"3505500";"SP";"SE";2020-11-16 17:49:55
"426";"62103";"15/11/2020";"23:28:04";" 100,00";"1";"o";"12";"SILVANA ZANIN";"PDT - PDT / DEM";"1108";"  35,44";"Eleito";"prefeito";"3509957";"SP";"SE";2020-11-16 17:49:55
"426";"62103";"15/11/2020";"23:28:04";" 100,00";"1";"o";"14";"GUSTAVO LUCENA";"PTB - PTB / MDB";"1062";"  33,97";"Não eleito";"prefeito";"3509957";"SP";"SE";2020-11-16 17:49:55
"426";"62103";"15/11/2020";"23:28:04";" 100,00";"1";"o";"45";"RICELLY ISALINO";"PSDB - PSD / REPUBLICANOS / PSDB";"956";"  30,58";"Não eleito";"prefeito";"3509957";"SP";"SE";2020-11-16 17:49:55
"426";"62111";"15/11/2020";"23:55:06";" 100,00";"1";"o";"22";"ZÉ MARCOS";"PL - PV / PSD / PSC / PL / PTC / PATRIOTA / MDB";"6781";"  37,29";"Eleito";"prefeito";"3505609";"SP";"SE";2020-11-16 17:49:55
"426";"62111";"15/11/2020";"23:55:06";" 100,00";"1";"o";"14";"PROFESSORA MILA";"PTB - PTB / CIDADANIA / SOLIDARIEDADE";"6260";"  34,43";"Não eleito";"prefeito";"3505609";"SP";"SE";2020-11-16 17:49:55
"426";"62111";"15/11/2020";"23:55:06";" 100,00";"1";"o";"17";"PASTOR UZIEL";"PSL";"161";"   0,89";"Não eleito";"prefeito";"3505609";"SP";"SE";2020-11-16 17:49:55
"426";"62111";"15/11/2020";"23:55:06";" 100,00";"1";"o";"11";"SIDNEI DO BALBO";"PP - PP / PODE";"2684";"  14,76";"Não eleito";"prefeito";"3505609";"SP";"SE";2020-11-16 17:49:55
"426";"62111";"15/11/2020";"23:55:06";" 100,00";"1";"o";"10";"TAKEDA";"REPUBLICANOS - REPUBLICANOS / DEM";"1944";"  10,69";"Não eleito";"prefeito";"3505609";"SP";"SE";2020-11-16 17:49:55
"426";"62111";"15/11/2020";"23:55:06";" 100,00";"1";"o";"12";"MOACIR ALVES";"PDT";"354";"   1,95";"Não eleito";"prefeito";"3505609";"SP";"SE";2020-11-16 17:49:55
"426";"62120";"15/11/2020";"20:22:18";" 100,00";"1";"o";"90";"PERRUD";"PROS";"295";"  26,46";"Não eleito";"prefeito";"3540853";"SP";"SE";2020-11-16 17:49:55
"426";"62120";"15/11/2020";"20:22:18";" 100,00";"1";"o";"45";"MAURILEI";"PSDB - PSDB / PV";"783";"  70,22";"Eleito";"prefeito";"3540853";"SP";"SE";2020-11-16 17:49:55
"426";"62120";"15/11/2020";"20:22:18";" 100,00";"1";"o";"11";"VANDINHO";"PP";"37";"   3,32";"Não eleito";"prefeito";"3540853";"SP";"SE";2020-11-16 17:49:55
"426";"62138";"16/11/2020";"02:51:43";" 100,00";"1";"o";"33";"JULIO LEAL";"PMN";"3562";"   2,09";"Não eleito";"prefeito";"3505708";"SP";"SE";2020-11-16 17:49:55
"426";"62138";"16/11/2020";"02:51:43";" 100,00";"1";"o";"13";"BALTASAR ROSA";"PT";"4076";"   2,39";"Não eleito";"prefeito";"3505708";"SP";"SE";2020-11-16 17:49:55
"426";"62138";"16/11/2020";"02:51:43";" 100,00";"1";"o";"90";"REINALDO MONTEIRO";"PROS";"2772";"   1,63";"Não eleito";"prefeito";"3505708";"SP";"SE";2020-11-16 17:49:55
"426";"62138";"16/11/2020";"02:51:43";" 100,00";"1";"o";"45";"RUBENS FURLAN";"PSDB - REPUBLICANOS / PC do B / PRTB / PDT / PSL / PSC / DEM / PSDB / PTC / AVANTE / SOLIDARIEDADE / PTB / PL";"145377";"  85,35";"Eleito";"prefeito";"3505708";"SP";"SE";2020-11-16 17:49:55
"426";"62138";"16/11/2020";"02:51:43";" 100,00";"1";"o";"50";"PROFESSOR BALDE";"PSOL";"2028";"   1,19";"Não eleito";"prefeito";"3505708";"SP";"SE";2020-11-16 17:49:55
"426";"62138";"16/11/2020";"02:51:43";" 100,00";"1";"o";"40";"MARI TAVELLI";"PSB - REDE / PSB";"9965";"   5,85";"Não eleito";"prefeito";"3505708";"SP";"SE";2020-11-16 17:49:55
"426";"62138";"16/11/2020";"02:51:43";" 100,00";"1";"o";"19";"CAPITÃO ATALIBA";"PODE";"2546";"   1,49";"Não eleito";"prefeito";"3505708";"SP";"SE";2020-11-16 17:49:55
"426";"62146";"15/11/2020";"23:12:27";" 100,00";"1";"o";"22";"ROQUE JONER";"PL - PL / PSDB / DEM / CIDADANIA";"1419";"  39,16";"Não eleito";"prefeito";"3541059";"SP";"SE";2020-11-16 17:49:55
"426";"62146";"15/11/2020";"23:12:27";" 100,00";"1";"o";"55";"DAVI PIRES";"PSD - REPUBLICANOS / PTB / PODE / PSD";"2205";"  60,84";"Eleito";"prefeito";"3541059";"SP";"SE";2020-11-16 17:49:55
"426";"62154";"15/11/2020";"23:34:06";" 100,00";"1";"o";"15";"MANOEL ROSA";"MDB - MDB / PV / PSD / PDT";"6295";"  49,38";"Eleito";"prefeito";"3505807";"SP";"SE";2020-11-16 17:49:55
"426";"62154";"15/11/2020";"23:34:06";" 100,00";"1";"o";"14";"ALEXANDRE GRANADO";"PTB";"5047";"  39,59";"Não eleito";"prefeito";"3505807";"SP";"SE";2020-11-16 17:49:55
"426";"62154";"15/11/2020";"23:34:06";" 100,00";"1";"o";"45";"VIRGINIA";"PSDB - PSDB / PP";"1405";"  11,02";"Não eleito";"prefeito";"3505807";"SP";"SE";2020-11-16 17:49:55
"426";"62162";"15/11/2020";"20:33:52";" 100,00";"1";"o";"45";"LUIZ CARLOS AMÉRICO";"PSDB - PSDB / PSD";"1283";"  47,57";"Não eleito";"prefeito";"3541653";"SP";"SE";2020-11-16 17:49:55
"426";"62162";"15/11/2020";"20:33:52";" 100,00";"1";"o";"25";"LHEONIDES DO CARLÃO";"DEM - DEM / PTB";"1414";"  52,43";"Eleito";"prefeito";"3541653";"SP";"SE";2020-11-16 17:49:55
"426";"62170";"15/11/2020";"23:41:28";" 100,00";"1";"o";"15";"MAZZARON";"MDB - PSD / DEM / REPUBLICANOS / PTB / MDB";"6984";"  26,44";"Não eleito";"prefeito";"3505906";"SP";"SE";2020-11-16 17:49:55
"426";"62170";"15/11/2020";"23:41:28";" 100,00";"1";"o";"65";"SABARÁ";"PC do B - SOLIDARIEDADE / PC do B";"2064";"   7,81";"Não eleito";"prefeito";"3505906";"SP";"SE";2020-11-16 17:49:55
"426";"62170";"15/11/2020";"23:41:28";" 100,00";"1";"o";"50";"FERNANDO FERREIRA";"PSOL";"1561";"   5,91";"Não eleito";"prefeito";"3505906";"SP";"SE";2020-11-16 17:49:55
"426";"62170";"15/11/2020";"23:41:28";" 100,00";"1";"o";"11";"JUNINHO GASPAR";"PP - PP / PT / PL / PODE / PSB / PSDB";"15809";"  59,84";"Eleito";"prefeito";"3505906";"SP";"SE";2020-11-16 17:49:55
"426";"62189";"15/11/2020";"20:01:51";" 100,00";"1";"o";"55";"CARINHA";"PSD - MDB / PSD";"390";"  21,95";"Não eleito";"prefeito";"3546256";"SP";"SE";2020-11-16 17:49:55
"426";"62189";"15/11/2020";"20:01:51";" 100,00";"1";"o";"19";"MARQUIM DO DIDA";"PODE - PODE / AVANTE";"749";"  42,15";"Eleito";"prefeito";"3546256";"SP";"SE";2020-11-16 17:49:55
"426";"62189";"15/11/2020";"20:01:51";" 100,00";"1";"o";"17";"VIVIANI";"PSL - PSL / CIDADANIA / PSDB";"638";"  35,90";"Não eleito";"prefeito";"3546256";"SP";"SE";2020-11-16 17:49:55
"426";"62197";"16/11/2020";"00:12:34";" 100,00";"1";"o";"51";"SUÉLLEN ROSIM";"PATRIOTA";"57844";"  35,60";"2º turno";"prefeito";"3506003";"SP";"SE";2020-11-16 17:49:55
"426";"62197";"16/11/2020";"00:12:34";" 100,00";"1";"o";"50";"RENATA RIBEIRO";"PSOL";"2342";"   1,44";"Não eleito";"prefeito";"3506003";"SP";"SE";2020-11-16 17:49:55
"426";"62197";"16/11/2020";"00:12:34";" 100,00";"1";"o";"10";"EDU AVALLONE";"REPUBLICANOS";"4758";"   2,93";"Não eleito";"prefeito";"3506003";"SP";"SE";2020-11-16 17:49:55
"426";"62197";"16/11/2020";"00:12:34";" 100,00";"1";"o";"12";"GERSON";"PDT";"1563";"   0,96";"Não eleito";"prefeito";"3506003";"SP";"SE";2020-11-16 17:49:55
"426";"62197";"16/11/2020";"00:12:34";" 100,00";"1";"o";"19";"VALLE";"PODE - PSC / PODE";"6799";"   4,18";"Não eleito";"prefeito";"3506003";"SP";"SE";2020-11-16 17:49:55
"426";"62197";"16/11/2020";"00:12:34";" 100,00";"1";"o";"40";"ROSANA POLATTO";"PSB - PSB / PV";"7387";"   4,55";"Não eleito";"prefeito";"3506003";"SP";"SE";2020-11-16 17:49:55
"426";"62197";"16/11/2020";"00:12:34";" 100,00";"1";"o";"55";"SANDRO BUSSOLA";"PSD";"3170";"   1,95";"Não eleito";"prefeito";"3506003";"SP";"SE";2020-11-16 17:49:55
"426";"62197";"16/11/2020";"00:12:34";" 100,00";"1";"o";"77";"SERGIO ALBA";"SOLIDARIEDADE";"614";"   0,38";"Não eleito";"prefeito";"3506003";"SP";"SE";2020-11-16 17:49:55
"426";"62197";"16/11/2020";"00:12:34";" 100,00";"1";"o";"13";"JORGE MOURA";"PT - PT / REDE";"9644";"   5,94";"Não eleito";"prefeito";"3506003";"SP";"SE";2020-11-16 17:49:55
"426";"62197";"16/11/2020";"00:12:34";" 100,00";"1";"o";"29";"VAGNER CRUSCO";"PCO";"54";"   0,03";"Não eleito";"prefeito";"3506003";"SP";"SE";2020-11-16 17:49:55
"426";"62197";"16/11/2020";"00:12:34";" 100,00";"1";"o";"45";"GAZZETTA";"PSDB - PTB / PC do B / PSDB / PL / AVANTE";"14264";"   8,78";"Não eleito";"prefeito";"3506003";"SP";"SE";2020-11-16 17:49:55
"426";"62197";"16/11/2020";"00:12:34";" 100,00";"1";"o";"90";"KIM";"PROS";"737";"   0,45";"Não eleito";"prefeito";"3506003";"SP";"SE";2020-11-16 17:49:55
"426";"62197";"16/11/2020";"00:12:34";" 100,00";"1";"o";"25";"DR RAUL";"DEM - DEM / PSL / PP / MDB";"53299";"  32,80";"2º turno";"prefeito";"3506003";"SP";"SE";2020-11-16 17:49:55
"426";"62200";"15/11/2020";"22:30:32";" 100,00";"1";"o";"55";"TUIM DA FARMACIA";"PSD - PP / PSD";"848";"  55,42";"Eleito";"prefeito";"3547650";"SP";"SE";2020-11-16 17:49:55
"426";"62200";"15/11/2020";"22:30:32";" 100,00";"1";"o";"45";"BETO DO MERCADO";"PSDB - PSDB / DEM";"682";"  44,58";"Não eleito";"prefeito";"3547650";"SP";"SE";2020-11-16 17:49:55
"426";"62219";"15/11/2020";"23:57:16";" 100,00";"1";"o";"25";"LUCAS SEREN";"DEM - DEM / PSD";"14788";"  40,25";"Eleito";"prefeito";"3506102";"SP";"SE";2020-11-16 17:49:55
"426";"62219";"15/11/2020";"23:57:16";" 100,00";"1";"o";"50";"MESTRE RODRIGO";"PSOL";"291";"   0,79";"Não eleito";"prefeito";"3506102";"SP";"SE";2020-11-16 17:49:55
"426";"62219";"15/11/2020";"23:57:16";" 100,00";"1";"o";"13";"CARLOS ORPHAM";"PT";"999";"   2,72";"Não eleito";"prefeito";"3506102";"SP";"SE";2020-11-16 17:49:55
"426";"62219";"15/11/2020";"23:57:16";" 100,00";"1";"o";"12";"ENGENHEIRO NASSER";"PDT";"6301";"  17,15";"Não eleito";"prefeito";"3506102";"SP";"SE";2020-11-16 17:49:55
"426";"62219";"15/11/2020";"23:57:16";" 100,00";"1";"o";"45";"FERNANDO PIFFER";"PSDB - PSDB / SOLIDARIEDADE / CIDADANIA / PSC / REPUBLICANOS / MDB / PSL / PL / PSB";"14358";"  39,08";"Não eleito";"prefeito";"3506102";"SP";"SE";2020-11-16 17:49:55
