"codele";"codtse";"data";"hora";"apuracao";"turno";"fase";"ncand";"nome";"partido";"votabs";"votpor";"situacao";"cargo";"codibge";"uf";"regiao";"compilado"
"426";"00019";"15/11/2020";"21:45:01";" 100,00";"1";"o";"55";"GERSON MAIA";"PSD";"299";"   1,57";"Não eleito";"prefeito";"1100106";"RO";"N";2020-11-16 17:49:55
"426";"00019";"15/11/2020";"21:45:01";" 100,00";"1";"o";"70";"MAURÍCIO DIBAS";"AVANTE";"455";"   2,40";"Não eleito";"prefeito";"1100106";"RO";"N";2020-11-16 17:49:55
"426";"00019";"15/11/2020";"21:45:01";" 100,00";"1";"o";"13";"PROFA LILIAN";"PT";"400";"   2,11";"Não eleito";"prefeito";"1100106";"RO";"N";2020-11-16 17:49:55
"426";"00019";"15/11/2020";"21:45:01";" 100,00";"1";"o";"43";"DRA TAISSA SOUSA";"PV - PROS / PSC / PV";"3463";"  18,24";"Não eleito";"prefeito";"1100106";"RO";"N";2020-11-16 17:49:55
"426";"00019";"15/11/2020";"21:45:01";" 100,00";"1";"o";"51";"JOAO SOARES";"PATRIOTA - PATRIOTA / PDT";"4284";"  22,56";"Não eleito";"prefeito";"1100106";"RO";"N";2020-11-16 17:49:55
"426";"00019";"15/11/2020";"21:45:01";" 100,00";"1";"o";"40";"DR AURISON FLORENTINO";"PSB";"908";"   4,78";"Não eleito";"prefeito";"1100106";"RO";"N";2020-11-16 17:49:55
"426";"00019";"15/11/2020";"21:45:01";" 100,00";"1";"o";"17";"CAÇADOR";"PSL";"926";"   4,88";"Não eleito";"prefeito";"1100106";"RO";"N";2020-11-16 17:49:55
"426";"00019";"15/11/2020";"21:45:01";" 100,00";"1";"o";"10";"VIRGILIO GOMES";"REPUBLICANOS";"3167";"  16,68";"Não eleito";"prefeito";"1100106";"RO";"N";2020-11-16 17:49:55
"426";"00019";"15/11/2020";"21:45:01";" 100,00";"1";"o";"15";"RAISSA BENTO";"MDB - PODE / MDB / PSDB";"4575";"  24,09";"Eleito";"prefeito";"1100106";"RO";"N";2020-11-16 17:49:55
"426";"00019";"15/11/2020";"21:45:01";" 100,00";"1";"o";"22";"NAIFE";"PL";"511";"   2,69";"Não eleito";"prefeito";"1100106";"RO";"N";2020-11-16 17:49:55
"426";"00035";"15/11/2020";"21:38:49";" 100,00";"1";"o";"14";"LEONEL BERTOLIN";"PTB - PTB / DC";"1624";"   0,74";"Não eleito";"prefeito";"1100205";"RO";"N";2020-11-16 17:49:55
"426";"00035";"15/11/2020";"21:38:49";" 100,00";"1";"o";"11";"CRISTIANE LOPES";"PP - PP / PROS";"31461";"  14,32";"2º turno";"prefeito";"1100205";"RO";"N";2020-11-16 17:49:55
"426";"00035";"15/11/2020";"21:38:49";" 100,00";"1";"o";"77";"CORONEL RONALDO FLORES";"SOLIDARIEDADE - SOLIDARIEDADE / PV / PSB / PMN";"16750";"   7,62";"Não eleito";"prefeito";"1100205";"RO";"N";2020-11-16 17:49:55
"426";"00035";"15/11/2020";"21:38:49";" 100,00";"1";"o";"50";"PIMENTA DE RONDÔNIA";"PSOL";"1180";"   0,54";"Não eleito";"prefeito";"1100205";"RO";"N";2020-11-16 17:49:55
"426";"00035";"15/11/2020";"21:38:49";" 100,00";"1";"o";"28";"PASTOR LEONARDO LUZ";"PRTB";"741";"   0,34";"Não eleito";"prefeito";"1100205";"RO";"N";2020-11-16 17:49:55
"426";"00035";"15/11/2020";"21:38:49";" 100,00";"1";"o";"65";"SAMUEL COSTA";"PC do B";"1229";"   0,56";"Não eleito";"prefeito";"1100205";"RO";"N";2020-11-16 17:49:55
"426";"00035";"15/11/2020";"21:38:49";" 100,00";"1";"o";"23";"VINICIUS MIGUEL";"CIDADANIA - CIDADANIA / REDE / PDT";"29369";"  13,36";"Não eleito";"prefeito";"1100205";"RO";"N";2020-11-16 17:49:55
"426";"00035";"15/11/2020";"21:38:49";" 100,00";"1";"o";"17";"SARGENTO EYDER BRASIL";"PSL";"5620";"   2,56";"Não eleito";"prefeito";"1100205";"RO";"N";2020-11-16 17:49:55
"426";"00035";"15/11/2020";"21:38:49";" 100,00";"1";"o";"10";"LINDOMAR GARÇON";"REPUBLICANOS";"12061";"   5,49";"Não eleito";"prefeito";"1100205";"RO";"N";2020-11-16 17:49:55
"426";"00035";"15/11/2020";"21:38:49";" 100,00";"1";"o";"13";"RAMON CUJUI";"PT";"7069";"   3,22";"Não eleito";"prefeito";"1100205";"RO";"N";2020-11-16 17:49:55
"426";"00035";"15/11/2020";"21:38:49";" 100,00";"1";"o";"45";"HILDON CHAVES";"PSDB - PSD / PL / PSDB / DEM";"74728";"  34,01";"2º turno";"prefeito";"1100205";"RO";"N";2020-11-16 17:49:55
"426";"00035";"15/11/2020";"21:38:49";" 100,00";"1";"o";"20";"EDVALDO SOARES";"PSC";"4154";"   1,89";"Não eleito";"prefeito";"1100205";"RO";"N";2020-11-16 17:49:55
"426";"00035";"15/11/2020";"21:38:49";" 100,00";"1";"o";"15";"PIMENTEL";"MDB";"8195";"   3,73";"Não eleito";"prefeito";"1100205";"RO";"N";2020-11-16 17:49:55
"426";"00035";"15/11/2020";"21:38:49";" 100,00";"1";"o";"70";"DR. BRENO MENDES";"AVANTE - PATRIOTA / AVANTE";"25270";"  11,50";"Não eleito";"prefeito";"1100205";"RO";"N";2020-11-16 17:49:55
"426";"00035";"15/11/2020";"21:38:49";" 100,00";"1";"o";"16";"GENECI GONÇALVES";"PSTU";"298";"   0,14";"Não eleito";"prefeito";"1100205";"RO";"N";2020-11-16 17:49:55
"426";"00051";"15/11/2020";"21:12:19";" 100,00";"1";"o";"12";"JULIAN CUADAL";"PDT - PDT / PL / PSB / PSDB / DEM / PSD / SOLIDARIEDADE";"8358";"  14,68";"Não eleito";"prefeito";"1100122";"RO";"N";2020-11-16 17:49:55
"426";"00051";"15/11/2020";"21:12:19";" 100,00";"1";"o";"13";"CLÁUDIA DE JESUS";"PT";"7885";"  13,85";"Não eleito";"prefeito";"1100122";"RO";"N";2020-11-16 17:49:55
"426";"00051";"15/11/2020";"21:12:19";" 100,00";"1";"o";"11";"DR JOAO DURVAL";"PP - PP / PSC";"10456";"  18,36";"Não eleito";"prefeito";"1100122";"RO";"N";2020-11-16 17:49:55
"426";"00051";"15/11/2020";"21:12:19";" 100,00";"1";"o";"15";"ISAU FONSECA";"MDB - MDB / PTB / PROS";"15699";"  27,57";"Eleito";"prefeito";"1100122";"RO";"N";2020-11-16 17:49:55
"426";"00051";"15/11/2020";"21:12:19";" 100,00";"1";"o";"28";"DR LINCOLN ASTRE";"PRTB";"3247";"   5,70";"Não eleito";"prefeito";"1100122";"RO";"N";2020-11-16 17:49:55
"426";"00051";"15/11/2020";"21:12:19";" 100,00";"1";"o";"10";"JHONY PAIXÃO";"REPUBLICANOS - PATRIOTA / REPUBLICANOS / PSL / PODE";"11301";"  19,85";"Não eleito";"prefeito";"1100122";"RO";"N";2020-11-16 17:49:55
"426";"00078";"15/11/2020";"21:07:43";" 100,00";"1";"o";"25";"LUCAS FOLLADOR";"DEM - PL / PTC / PSD / DEM / PMN / PSDB / AVANTE / PSC / PODE / PROS";"12414";"  29,71";"Não eleito";"prefeito";"1100023";"RO";"N";2020-11-16 17:49:55
"426";"00078";"15/11/2020";"21:07:43";" 100,00";"1";"o";"15";"GILVAN RAMOS";"MDB";"1399";"   3,35";"Não eleito";"prefeito";"1100023";"RO";"N";2020-11-16 17:49:55
"426";"00078";"15/11/2020";"21:07:43";" 100,00";"1";"o";"13";"CLEBES DIAS";"PT - PC do B / PT";"1452";"   3,48";"Não eleito";"prefeito";"1100023";"RO";"N";2020-11-16 17:49:55
"426";"00078";"15/11/2020";"21:07:43";" 100,00";"1";"o";"51";"CARLA REDANO";"PATRIOTA";"13345";"  31,94";"Eleito";"prefeito";"1100023";"RO";"N";2020-11-16 17:49:55
"426";"00078";"15/11/2020";"21:07:43";" 100,00";"1";"o";"77";"TIZIU JIDALIAS";"SOLIDARIEDADE - PSL / PSB / PV / SOLIDARIEDADE / PRTB / PP / DC / PDT";"13172";"  31,53";"Não eleito";"prefeito";"1100023";"RO";"N";2020-11-16 17:49:55
"426";"00094";"15/11/2020";"21:47:55";" 100,00";"1";"o";"25";"VASQUES";"DEM - MDB / PSC / SOLIDARIEDADE / PATRIOTA / PTB / PSL / DEM";"12692";"  30,04";"Não eleito";"prefeito";"1100049";"RO";"N";2020-11-16 17:49:55
"426";"00094";"15/11/2020";"21:47:55";" 100,00";"1";"o";"55";"ADAILTON FURIA";"PSD - PSD / PP / PDT / REPUBLICANOS / PSDB / PODE / PSB";"25791";"  61,04";"Eleito";"prefeito";"1100049";"RO";"N";2020-11-16 17:49:55
"426";"00094";"15/11/2020";"21:47:55";" 100,00";"1";"o";"90";"JABÁ MOREIRA";"PROS - PROS / PRTB / PL / CIDADANIA";"3220";"   7,62";"Não eleito";"prefeito";"1100049";"RO";"N";2020-11-16 17:49:55
"426";"00094";"15/11/2020";"21:47:55";" 100,00";"1";"o";"27";"REGINA ENFERMEIRA";"DC";"548";"   1,30";"Não eleito";"prefeito";"1100049";"RO";"N";2020-11-16 17:49:55
"426";"00116";"15/11/2020";"21:07:15";" 100,00";"1";"o";"51";"DELEGADO ARAUJO";"PATRIOTA - PSL / PSB / PATRIOTA / REPUBLICANOS / DEM / PMN / PSDB";"13331";" 100,00";"Eleito";"prefeito";"1100189";"RO";"N";2020-11-16 17:49:55
"426";"00132";"15/11/2020";"21:15:08";" 100,00";"1";"o";"20";"ROSANI DONADON";"PSC - MDB / DEM / PMN / PSC";"13882";"  33,47";"Não eleito";"prefeito";"1100304";"RO";"N";2020-11-16 17:49:55
"426";"00132";"15/11/2020";"21:15:08";" 100,00";"1";"o";"10";"PAULINHO DA ARGAMAZON";"REPUBLICANOS";"2547";"   6,14";"Não eleito";"prefeito";"1100304";"RO";"N";2020-11-16 17:49:55
"426";"00132";"15/11/2020";"21:15:08";" 100,00";"1";"o";"40";"MIGUEL CAMARA";"PSB - PC do B / PSB / DC";"952";"   2,29";"Não eleito";"prefeito";"1100304";"RO";"N";2020-11-16 17:49:55
"426";"00132";"15/11/2020";"21:15:08";" 100,00";"1";"o";"19";"CORONEL RILDO";"PODE - PSL / PODE / CIDADANIA";"7387";"  17,81";"Não eleito";"prefeito";"1100304";"RO";"N";2020-11-16 17:49:55
"426";"00132";"15/11/2020";"21:15:08";" 100,00";"1";"o";"43";"EDUARDO JAPONÊS";"PV - PV / PDT / PL / PTB / PP / PSD / PSDB / PROS";"16714";"  40,29";"Eleito";"prefeito";"1100304";"RO";"N";2020-11-16 17:49:55
"426";"00159";"15/11/2020";"21:20:06";" 100,00";"1";"o";"14";"AMAURI";"PTB - PSB / PV / PROS / REPUBLICANOS / PODE / PTB / PSD";"8610";"  30,35";"Não eleito";"prefeito";"1100114";"RO";"N";2020-11-16 17:49:55
"426";"00159";"15/11/2020";"21:20:06";" 100,00";"1";"o";"45";"JOÃO GONÇALVES JR";"PSDB - PP / MDB / PSL / PL / CIDADANIA / DEM / PSDB / PATRIOTA";"19357";"  68,24";"Eleito";"prefeito";"1100114";"RO";"N";2020-11-16 17:49:55
"426";"00159";"15/11/2020";"21:20:06";" 100,00";"1";"o";"28";"SANTANA";"PRTB";"398";"   1,40";"Não eleito";"prefeito";"1100114";"RO";"N";2020-11-16 17:49:55
"426";"00175";"15/11/2020";"21:50:31";" 100,00";"1";"o";"25";"ALEX TESTONI";"DEM - PROS / PODE / PDT / PSD / PSDB / REPUBLICANOS / DEM";"9961";"  50,74";"Eleito";"prefeito";"1100155";"RO";"N";2020-11-16 17:49:55
"426";"00175";"15/11/2020";"21:50:31";" 100,00";"1";"o";"15";"VAGNO PANISOLY";"MDB - MDB / PV / DC";"9671";"  49,26";"Não eleito";"prefeito";"1100155";"RO";"N";2020-11-16 17:49:55
"426";"00191";"15/11/2020";"21:13:06";" 100,00";"1";"o";"28";"DR GILVAN DE CASTRO";"PRTB - PT / PRTB";"442";"   4,19";"Não eleito";"prefeito";"1100254";"RO";"N";2020-11-16 17:49:55
"426";"00191";"15/11/2020";"21:13:06";" 100,00";"1";"o";"45";"EDILSON ALENCAR";"PSDB - PSDB / MDB / DEM";"5202";"  49,31";"Eleito";"prefeito";"1100254";"RO";"N";2020-11-16 17:49:55
"426";"00191";"15/11/2020";"21:13:06";" 100,00";"1";"o";"19";"HANDERSON BRITO ";"PODE - PODE / PROS / PSB";"1261";"  11,95";"Não eleito";"prefeito";"1100254";"RO";"N";2020-11-16 17:49:55
"426";"00191";"15/11/2020";"21:13:06";" 100,00";"1";"o";"55";"TÓDINHA";"PSD - PDT / PSL / SOLIDARIEDADE / PSD";"3645";"  34,55";"Não eleito";"prefeito";"1100254";"RO";"N";2020-11-16 17:49:55
"426";"00213";"15/11/2020";"21:17:08";" 100,00";"1";"o";"55";"PROFESSOR SERGINHO";"PSD - DEM / PSD";"1691";"  26,10";"Não eleito";"prefeito";"1100080";"RO";"N";2020-11-16 17:49:55
"426";"00213";"15/11/2020";"21:17:08";" 100,00";"1";"o";"10";"MIRANDÃO";"REPUBLICANOS - REPUBLICANOS / PP";"4789";"  73,90";"Eleito";"prefeito";"1100080";"RO";"N";2020-11-16 17:49:55
"426";"00230";"15/11/2020";"19:06:21";" 100,00";"1";"o";"43";"EDINHO DA RADIO";"PV - PTB / MDB / DEM / PV";"2239";"  25,10";"Não eleito";"prefeito";"1100064";"RO";"N";2020-11-16 17:49:55
"426";"00230";"15/11/2020";"19:06:21";" 100,00";"1";"o";"11";"JONSON";"PP - PATRIOTA / PP";"2000";"  22,42";"Não eleito";"prefeito";"1100064";"RO";"N";2020-11-16 17:49:55
"426";"00230";"15/11/2020";"19:06:21";" 100,00";"1";"o";"19";"ATAIDE AVEZAO";"PODE";"786";"   8,81";"Não eleito";"prefeito";"1100064";"RO";"N";2020-11-16 17:49:55
"426";"00230";"15/11/2020";"19:06:21";" 100,00";"1";"o";"40";"PROF RIBAMAR";"PSB - PDT / PSD / PSDB / REPUBLICANOS / PSB";"3895";"  43,67";"Eleito";"prefeito";"1100064";"RO";"N";2020-11-16 17:49:55
"426";"00256";"15/11/2020";"21:51:25";" 100,00";"1";"o";"12";"DALTINHO DA AGROMIL";"PDT";"1674";"  10,35";"Não eleito";"prefeito";"1100098";"RO";"N";2020-11-16 17:49:55
"426";"00256";"15/11/2020";"21:51:25";" 100,00";"1";"o";"15";"DECIO LAGARES";"MDB - REPUBLICANOS / MDB";"4586";"  28,35";"Não eleito";"prefeito";"1100098";"RO";"N";2020-11-16 17:49:55
"426";"00256";"15/11/2020";"21:51:25";" 100,00";"1";"o";"19";"PROFESSOR WELITON";"PODE - PODE / PP / PROS";"7829";"  48,39";"Eleito";"prefeito";"1100098";"RO";"N";2020-11-16 17:49:55
"426";"00256";"15/11/2020";"21:51:25";" 100,00";"1";"o";"25";"ESPETO";"DEM - PSB / DEM / PT";"2089";"  12,91";"Não eleito";"prefeito";"1100098";"RO";"N";2020-11-16 17:49:55
"426";"00272";"15/11/2020";"21:06:39";" 100,00";"1";"o";"15";"CLEITON CAPANEMA";"MDB - MDB / PSB";"2177";"  24,39";"Não eleito";"prefeito";"1100056";"RO";"N";2020-11-16 17:49:55
"426";"00272";"15/11/2020";"21:06:39";" 100,00";"1";"o";"25";"SINÉSIO JOSÉ";"DEM - DEM / PTB";"3008";"  33,70";"Não eleito";"prefeito";"1100056";"RO";"N";2020-11-16 17:49:55
"426";"00272";"15/11/2020";"21:06:39";" 100,00";"1";"o";"43";"LISETE MARTH";"PV - PP / PSL / PV / PDT / PATRIOTA";"3741";"  41,91";"Eleito";"prefeito";"1100056";"RO";"N";2020-11-16 17:49:55
"426";"00299";"15/11/2020";"21:27:12";" 100,00";"1";"o";"55";"RAFAEL GODOI";"PSD";"2876";"  11,54";"Não eleito";"prefeito";"1100288";"RO";"N";2020-11-16 17:49:55
"426";"00299";"15/11/2020";"21:27:12";" 100,00";"1";"o";"10";"DR LAURO";"REPUBLICANOS - REPUBLICANOS / PATRIOTA";"3667";"  14,71";"Não eleito";"prefeito";"1100288";"RO";"N";2020-11-16 17:49:55
"426";"00299";"15/11/2020";"21:27:12";" 100,00";"1";"o";"15";"ALDO JULIO";"MDB - PL / PTB / PDT / MDB";"9064";"  36,36";"Eleito";"prefeito";"1100288";"RO";"N";2020-11-16 17:49:55
"426";"00299";"15/11/2020";"21:27:12";" 100,00";"1";"o";"19";"UENDER NOGUEIRA";"PODE - PODE / DC / PSL";"5186";"  20,81";"Não eleito";"prefeito";"1100288";"RO";"N";2020-11-16 17:49:55
"426";"00299";"15/11/2020";"21:27:12";" 100,00";"1";"o";"77";"PROFESSOR RODNEI PAES";"SOLIDARIEDADE - DEM / PSB / PT / SOLIDARIEDADE";"4133";"  16,58";"Não eleito";"prefeito";"1100288";"RO";"N";2020-11-16 17:49:55
"426";"00310";"15/11/2020";"21:12:11";" 100,00";"1";"o";"27";"PAULO DO CARTÓRIO";"DC";"326";"   2,48";"Não eleito";"prefeito";"1100015";"RO";"N";2020-11-16 17:49:55
"426";"00310";"15/11/2020";"21:12:11";" 100,00";"1";"o";"19";"GIO DAMO";"PODE - PL / PODE";"7536";"  57,44";"Eleito";"prefeito";"1100015";"RO";"N";2020-11-16 17:49:55
"426";"00310";"15/11/2020";"21:12:11";" 100,00";"1";"o";"13";"PROFESSOR ADEMAR";"PT";"732";"   5,58";"Não eleito";"prefeito";"1100015";"RO";"N";2020-11-16 17:49:55
"426";"00310";"15/11/2020";"21:12:11";" 100,00";"1";"o";"12";"VANTUIL DO POSTO";"PDT - PSB / DEM / PSD / PDT";"4526";"  34,50";"Não eleito";"prefeito";"1100015";"RO";"N";2020-11-16 17:49:55
"426";"00337";"15/11/2020";"21:14:29";" 100,00";"1";"o";"25";"RANIERY";"DEM - PP / DEM / PSDB / PROS";"1951";"  23,79";"Não eleito";"prefeito";"1100346";"RO";"N";2020-11-16 17:49:55
"426";"00337";"15/11/2020";"21:14:29";" 100,00";"1";"o";"43";"VANDERLEI CASA BELA";"PV - PSD / PV / PT";"3136";"  38,24";"Eleito";"prefeito";"1100346";"RO";"N";2020-11-16 17:49:55
"426";"00337";"15/11/2020";"21:14:29";" 100,00";"1";"o";"19";"JAIR LUIZ";"PODE - MDB / PODE";"3113";"  37,96";"Não eleito";"prefeito";"1100346";"RO";"N";2020-11-16 17:49:55
"426";"00353";"15/11/2020";"21:23:28";" 100,00";"1";"o";"19";"JURANDIR DE OLIVEIRA";"PODE - PSD / DEM / PSB / PODE";"2755";"  55,29";"Eleito";"prefeito";"1100296";"RO";"N";2020-11-16 17:49:55
"426";"00353";"15/11/2020";"21:23:28";" 100,00";"1";"o";"51";"PERITO VARK";"PATRIOTA - MDB / PDT / PATRIOTA / REPUBLICANOS";"2228";"  44,71";"Não eleito";"prefeito";"1100296";"RO";"N";2020-11-16 17:49:55
"426";"00370";"15/11/2020";"21:20:12";" 100,00";"1";"o";"25";"SILAS BORGES";"DEM - PDT / MDB / PL / DEM / PSB / PSDB / SOLIDARIEDADE / PROS / PSC / REPUBLICANOS";"4491";"  46,38";"Não eleito";"prefeito";"1100148";"RO";"N";2020-11-16 17:49:55
"426";"00370";"15/11/2020";"21:20:12";" 100,00";"1";"o";"11";"HELIO MENDES";"PP - PP / PSD / PSL";"4537";"  46,86";"Eleito";"prefeito";"1100148";"RO";"N";2020-11-16 17:49:55
"426";"00370";"15/11/2020";"21:20:12";" 100,00";"1";"o";"13";"PROFESSOR EMERSON";"PT";"655";"   6,76";"Não eleito";"prefeito";"1100148";"RO";"N";2020-11-16 17:49:55
"426";"00396";"15/11/2020";"21:29:57";" 100,00";"1";"o";"40";"DR. BANDEIRA";"PSB";"234";"   1,57";"Não eleito";"prefeito";"1100130";"RO";"N";2020-11-16 17:49:55
"426";"00396";"15/11/2020";"21:29:57";" 100,00";"1";"o";"90";"CIDÃO DO PROS";"PROS";"369";"   2,48";"Não eleito";"prefeito";"1100130";"RO";"N";2020-11-16 17:49:55
"426";"00396";"15/11/2020";"21:29:57";" 100,00";"1";"o";"43";"MARINHO";"PV - PSDB / PV";"1402";"   9,42";"Não eleito";"prefeito";"1100130";"RO";"N";2020-11-16 17:49:55
"426";"00396";"15/11/2020";"21:29:57";" 100,00";"1";"o";"51";"EDSON WELTEN";"PATRIOTA - AVANTE / PATRIOTA";"833";"   5,60";"Não eleito";"prefeito";"1100130";"RO";"N";2020-11-16 17:49:55
"426";"00396";"15/11/2020";"21:29:57";" 100,00";"1";"o";"10";"EZEQUIEL JUNIOR";"REPUBLICANOS - REPUBLICANOS / PODE / PSL";"1792";"  12,04";"Não eleito";"prefeito";"1100130";"RO";"N";2020-11-16 17:49:55
"426";"00396";"15/11/2020";"21:29:57";" 100,00";"1";"o";"77";"LEOMAR PATRICIO";"SOLIDARIEDADE - PT / SOLIDARIEDADE / PP";"3473";"  23,34";"Não eleito";"prefeito";"1100130";"RO";"N";2020-11-16 17:49:55
"426";"00396";"15/11/2020";"21:29:57";" 100,00";"1";"o";"25";"PAULO DA REMAP";"DEM - DEM / PDT";"5584";"  37,53";"Eleito";"prefeito";"1100130";"RO";"N";2020-11-16 17:49:55
"426";"00396";"15/11/2020";"21:29:57";" 100,00";"1";"o";"15";"CELSO COELHO";"MDB - PTB / MDB";"1193";"   8,02";"Não eleito";"prefeito";"1100130";"RO";"N";2020-11-16 17:49:55
"426";"00418";"15/11/2020";"21:34:26";" 100,00";"1";"o";"13";"DR. FÁBIO";"PT";"2667";"  21,82";"Não eleito";"prefeito";"1100320";"RO";"N";2020-11-16 17:49:55
"426";"00418";"15/11/2020";"21:34:26";" 100,00";"1";"o";"10";"WILLIAMS OKAMOTO";"REPUBLICANOS - PATRIOTA / REPUBLICANOS";"494";"   4,04";"Não eleito";"prefeito";"1100320";"RO";"N";2020-11-16 17:49:55
"426";"00418";"15/11/2020";"21:34:26";" 100,00";"1";"o";"15";"CORNELIO";"MDB - MDB / CIDADANIA / PDT / DC / PSD";"5310";"  43,44";"Eleito";"prefeito";"1100320";"RO";"N";2020-11-16 17:49:55
"426";"00418";"15/11/2020";"21:34:26";" 100,00";"1";"o";"11";"CRISPIN";"PP - PP / PODE / DEM / PSB / PSDB / PROS / PTB";"3420";"  27,98";"Não eleito";"prefeito";"1100320";"RO";"N";2020-11-16 17:49:55
"426";"00418";"15/11/2020";"21:34:26";" 100,00";"1";"o";"77";"RONES MESQUITA";"SOLIDARIEDADE";"332";"   2,72";"Não eleito";"prefeito";"1100320";"RO";"N";2020-11-16 17:49:55
"426";"00434";"15/11/2020";"21:45:31";" 100,00";"1";"o";"12";"DR WELISON NUNES";"PDT - REPUBLICANOS / PDT / PSL";"3389";"  28,41";"Não eleito";"prefeito";"1100338";"RO";"N";2020-11-16 17:49:55
"426";"00434";"15/11/2020";"21:45:31";" 100,00";"1";"o";"15";"DR ALEXANDRE  NOGUEIRA";"MDB";"3143";"  26,35";"Não eleito";"prefeito";"1100338";"RO";"N";2020-11-16 17:49:55
"426";"00434";"15/11/2020";"21:45:31";" 100,00";"1";"o";"25";"MARCÉLIO BRASILEIRO";"DEM - DEM / PODE / PT / PP / PSD / PSB / PSDB";"4326";"  36,27";"Eleito";"prefeito";"1100338";"RO";"N";2020-11-16 17:49:55
"426";"00434";"15/11/2020";"21:45:31";" 100,00";"1";"o";"77";"NATÃ FELICIANO DO SIND RURAL";"SOLIDARIEDADE";"1070";"   8,97";"Não eleito";"prefeito";"1100338";"RO";"N";2020-11-16 17:49:55
"426";"00450";"15/11/2020";"21:10:08";" 100,00";"1";"o";"11";"IZAEL";"PP - PV / PP / DEM / PDT / SOLIDARIEDADE";"2242";"  61,76";"Eleito";"prefeito";"1100031";"RO";"N";2020-11-16 17:49:55
"426";"00450";"15/11/2020";"21:10:08";" 100,00";"1";"o";"51";"ADILSON FAGUNDES";"PATRIOTA";"200";"   5,51";"Não eleito";"prefeito";"1100031";"RO";"N";2020-11-16 17:49:55
"426";"00450";"15/11/2020";"21:10:08";" 100,00";"1";"o";"45";"ROSELY BARROSO";"PSDB - PSDB / MDB";"1188";"  32,73";"Não eleito";"prefeito";"1100031";"RO";"N";2020-11-16 17:49:55
"426";"00477";"15/11/2020";"21:33:56";" 100,00";"1";"o";"51";"VALTEIR QUEIROZ";"PATRIOTA - PSB / PMN / PV / PATRIOTA";"5815";"  46,37";"Eleito";"prefeito";"1100809";"RO";"N";2020-11-16 17:49:55
"426";"00477";"15/11/2020";"21:33:56";" 100,00";"1";"o";"70";"LUCIVALDO FABRICIO";"AVANTE - REPUBLICANOS / PSL / AVANTE / PP";"4573";"  36,46";"Não eleito";"prefeito";"1100809";"RO";"N";2020-11-16 17:49:55
"426";"00477";"15/11/2020";"21:33:56";" 100,00";"1";"o";"15";"GRINGO";"MDB";"2153";"  17,17";"Não eleito";"prefeito";"1100809";"RO";"N";2020-11-16 17:49:55
"426";"00493";"15/11/2020";"21:13:38";" 100,00";"1";"o";"15";"MOISES CAVALHEIRO";"MDB - MDB / REPUBLICANOS";"2175";"  49,34";"Eleito";"prefeito";"1101104";"RO";"N";2020-11-16 17:49:55
"426";"00493";"15/11/2020";"21:13:38";" 100,00";"1";"o";"51";"PROF ALTAIR";"PATRIOTA - PATRIOTA / PV / PSDB";"1877";"  42,58";"Não eleito";"prefeito";"1101104";"RO";"N";2020-11-16 17:49:55
"426";"00493";"15/11/2020";"21:13:38";" 100,00";"1";"o";"40";"DR CRISTALINO";"PSB - PMN / PSB";"356";"   8,08";"Não eleito";"prefeito";"1101104";"RO";"N";2020-11-16 17:49:55
"426";"00515";"15/11/2020";"21:22:03";" 100,00";"1";"o";"55";"KLEBER FERMINO";"PSD - PTB / PSDB / PMN / DEM / PL / PODE / PSD";"1496";"  29,18";"Não eleito";"prefeito";"1100502";"RO";"N";2020-11-16 17:49:55
"426";"00515";"15/11/2020";"21:22:03";" 100,00";"1";"o";"15";"PROF CLEITON CHEREGATTO";"MDB - MDB / PSB / PSL";"3630";"  70,82";"Eleito";"prefeito";"1100502";"RO";"N";2020-11-16 17:49:55
"426";"00531";"15/11/2020";"21:22:55";" 100,00";"1";"o";"11";"CÍCERO GODOI";"PP - PP / MDB";"1008";"  42,37";"Eleito";"prefeito";"1100908";"RO";"N";2020-11-16 17:49:55
"426";"00531";"15/11/2020";"21:22:55";" 100,00";"1";"o";"55";"ALCIDES DO SOM";"PSD - DEM / PSD";"934";"  39,26";"Não eleito";"prefeito";"1100908";"RO";"N";2020-11-16 17:49:55
"426";"00531";"15/11/2020";"21:22:55";" 100,00";"1";"o";"14";"LUCIANO MORAES";"PTB - PODE / PATRIOTA / PTB";"437";"  18,37";"Não eleito";"prefeito";"1100908";"RO";"N";2020-11-16 17:49:55
"426";"00558";"15/11/2020";"21:28:28";" 100,00";"1";"o";"90";"PROFESSORA POLIANA GASQUI";"PROS - PROS / PSDB / DEM / PSD / PSL / PSB";"2484";"  55,57";"Eleito";"prefeito";"1101807";"RO";"N";2020-11-16 17:49:55
"426";"00558";"15/11/2020";"21:28:28";" 100,00";"1";"o";"15";"LUIZ DO HOTEL";"MDB - MDB / PODE / PATRIOTA";"1986";"  44,43";"Não eleito";"prefeito";"1101807";"RO";"N";2020-11-16 17:49:55
"426";"00566";"15/11/2020";"21:15:40";" 100,00";"1";"o";"15";"RENI";"MDB";"261";"   3,80";"Não eleito";"prefeito";"1101708";"RO";"N";2020-11-16 17:49:55
"426";"00566";"15/11/2020";"21:15:40";" 100,00";"1";"o";"40";"MARCELO DA PC";"PSB";"563";"   8,20";"Não eleito";"prefeito";"1101708";"RO";"N";2020-11-16 17:49:55
