"codele";"codtse";"data";"hora";"apuracao";"turno";"divulgação";"ncand";"nomeurna";"partido";"votosabs";"votosporc";"situacao";"cargo";"uf";"codibge";"regiao";"ano";"nomemun"
"426";"35777";"15/11/2020";"22:07:10";"100,00";"1";"oficial";"13";"SUEDER SILVA";"PT";"4523";"40,99";"NAO ELEITO";"prefeito";"BA";"2913804";"NE";"2020";"IPECAETA"
"426";"35777";"15/11/2020";"22:07:10";"100,00";"1";"oficial";"55";"JUNIOR PIAGGIO";"PSD";"6488";"58,79";"ELEITO";"prefeito";"BA";"2913804";"NE";"2020";"IPECAETA"
"426";"35793";"15/11/2020";"22:32:54";"100,00";"1";"oficial";"40";"WASHINGTON LUIZ DIAS MARTINS";"PSB";"229";"1,01";"NAO ELEITO";"prefeito";"BA";"2913903";"NE";"2020";"IPIAU"
"426";"35793";"15/11/2020";"22:32:54";"100,00";"1";"oficial";"36";"VAL DA GLUT";"PTC";"100";"0,44";"NAO ELEITO";"prefeito";"BA";"2913903";"NE";"2020";"IPIAU"
"426";"35793";"15/11/2020";"22:32:54";"100,00";"1";"oficial";"23";"CARLOS DA LINK&apos;S";"CIDADANIA";"78";"0,34";"NAO ELEITO";"prefeito";"BA";"2913903";"NE";"2020";"IPIAU"
"426";"35793";"15/11/2020";"22:32:54";"100,00";"1";"oficial";"50";"LILIANE DOS SEM TETO";"PSOL";"42";"0,18";"NAO ELEITO";"prefeito";"BA";"2913903";"NE";"2020";"IPIAU"
"426";"35793";"15/11/2020";"22:32:54";"100,00";"1";"oficial";"25";"DERALDINO";"DEM";"2182";"9,59";"NAO ELEITO";"prefeito";"BA";"2913903";"NE";"2020";"IPIAU"
"426";"35793";"15/11/2020";"22:32:54";"100,00";"1";"oficial";"15";"ALIPINHO";"MDB";"8658";"38,04";"NAO ELEITO";"prefeito";"BA";"2913903";"NE";"2020";"IPIAU"
"426";"35793";"15/11/2020";"22:32:54";"100,00";"1";"oficial";"20";"SUB OFICIAL GILVAN BARBOSA";"PSC";"120";"0,53";"NAO ELEITO";"prefeito";"BA";"2913903";"NE";"2020";"IPIAU"
"426";"35793";"15/11/2020";"22:32:54";"100,00";"1";"oficial";"11";"MARIA";"PP";"11349";"49,87";"ELEITO";"prefeito";"BA";"2913903";"NE";"2020";"IPIAU"
"426";"35815";"15/11/2020";"22:28:04";"100,00";"1";"oficial";"25";"MARCELO BRANDAO";"DEM";"13762";"40,26";"NAO ELEITO";"prefeito";"BA";"2914000";"NE";"2020";"IPIRA"
"426";"35815";"15/11/2020";"22:28:04";"100,00";"1";"oficial";"55";"DUDY";"PSD";"19856";"58,09";"ELEITO";"prefeito";"BA";"2914000";"NE";"2020";"IPIRA"
"426";"35815";"15/11/2020";"22:28:04";"100,00";"1";"oficial";"12";"HUGO BAIANO";"PDT";"561";"1,64";"NAO ELEITO";"prefeito";"BA";"2914000";"NE";"2020";"IPIRA"
"426";"35831";"16/11/2020";"00:28:17";"100,00";"1";"oficial";"11";"ASCIR LEITE";"PP";"4150";"61,07";"ELEITO";"prefeito";"BA";"2914109";"NE";"2020";"IPUPIARA"
"426";"35831";"16/11/2020";"00:28:17";"100,00";"1";"oficial";"55";"ARMIRANDY SALOMAO";"PSD";"2645";"38,93";"NAO ELEITO";"prefeito";"BA";"2914109";"NE";"2020";"IPUPIARA"
"426";"35858";"15/11/2020";"22:40:52";"100,00";"1";"oficial";"55";"JERINHO";"PSD";"1938";"46,83";"NAO ELEITO";"prefeito";"BA";"2914208";"NE";"2020";"IRAJUBA"
"426";"35858";"15/11/2020";"22:40:52";"100,00";"1";"oficial";"11";"SAMPAIO";"PP";"2200";"53,17";"ELEITO";"prefeito";"BA";"2914208";"NE";"2020";"IRAJUBA"
"426";"35874";"16/11/2020";"00:14:45";"100,00";"1";"oficial";"11";"TUNGA";"PP";"4038";"58,04";"ELEITO";"prefeito";"BA";"2914307";"NE";"2020";"IRAMAIA"
"426";"35874";"16/11/2020";"00:14:45";"100,00";"1";"oficial";"12";"TEKA";"PDT";"217";"3,12";"NAO ELEITO";"prefeito";"BA";"2914307";"NE";"2020";"IRAMAIA"
"426";"35874";"16/11/2020";"00:14:45";"100,00";"1";"oficial";"55";"ZEZINHO";"PSD";"2702";"38,84";"NAO ELEITO";"prefeito";"BA";"2914307";"NE";"2020";"IRAMAIA"
"426";"35890";"15/11/2020";"22:37:24";"100,00";"1";"oficial";"55";"NINO COUTINHO";"PSD";"9683";"69,22";"ELEITO";"prefeito";"BA";"2914406";"NE";"2020";"IRAQUARA"
"426";"35890";"15/11/2020";"22:37:24";"100,00";"1";"oficial";"22";"KEYLA CRISTINA";"PL";"4306";"30,78";"NAO ELEITO";"prefeito";"BA";"2914406";"NE";"2020";"IRAQUARA"
"426";"35912";"15/11/2020";"22:53:34";"100,00";"1";"oficial";"13";"DERIVALDO PINTO";"PT";"10460";"57,55";"ELEITO";"prefeito";"BA";"2914505";"NE";"2020";"IRARA"
"426";"35912";"15/11/2020";"22:53:34";"100,00";"1";"oficial";"10";"CARLINHOS";"REPUBLICANOS";"455";"2,50";"NAO ELEITO";"prefeito";"BA";"2914505";"NE";"2020";"IRARA"
"426";"35912";"15/11/2020";"22:53:34";"100,00";"1";"oficial";"20";"ELETROGUISSO";"PSC";"67";"0,37";"NAO ELEITO";"prefeito";"BA";"2914505";"NE";"2020";"IRARA"
"426";"35912";"15/11/2020";"22:53:34";"100,00";"1";"oficial";"55";"BALY";"PSD";"428";"2,36";"NAO ELEITO";"prefeito";"BA";"2914505";"NE";"2020";"IRARA"
"426";"35912";"15/11/2020";"22:53:34";"100,00";"1";"oficial";"25";"JUSCELINO";"DEM";"6764";"37,22";"NAO ELEITO";"prefeito";"BA";"2914505";"NE";"2020";"IRARA"
"426";"35939";"16/11/2020";"00:44:34";"100,00";"1";"oficial";"40";"ELMO VAZ";"PSB";"20427";"56,21";"ELEITO";"prefeito";"BA";"2914604";"NE";"2020";"IRECE"
"426";"35939";"16/11/2020";"00:44:34";"100,00";"1";"oficial";"19";"LUIZINHO SOBRAL";"PODE";"14903";"41,01";"NAO ELEITO";"prefeito";"BA";"2914604";"NE";"2020";"IRECE"
"426";"35939";"16/11/2020";"00:44:34";"100,00";"1";"oficial";"70";"CLEOMAR SANTIAGO";"AVANTE";"51";"0,14";"NAO ELEITO";"prefeito";"BA";"2914604";"NE";"2020";"IRECE"
"426";"35939";"16/11/2020";"00:44:34";"100,00";"1";"oficial";"25";"LEO DA UNIBEL";"DEM";"960";"2,64";"NAO ELEITO";"prefeito";"BA";"2914604";"NE";"2020";"IRECE"
"426";"35947";"15/11/2020";"22:25:23";"100,00";"1";"oficial";"40";"LELEU DA SACARIA";"PSB";"4785";"29,02";"NAO ELEITO";"prefeito";"BA";"2914653";"NE";"2020";"ITABELA"
"426";"35947";"15/11/2020";"22:25:23";"100,00";"1";"oficial";"10";"LUCIANO FRANCISQUETO";"REPUBLICANOS";"11705";"70,98";"ELEITO";"prefeito";"BA";"2914653";"NE";"2020";"ITABELA"
"426";"35955";"15/11/2020";"22:40:08";"100,00";"1";"oficial";"45";"LEONARDO";"PSDB";"5158";"14,51";"NAO ELEITO";"prefeito";"BA";"2914703";"NE";"2020";"ITABERABA"
"426";"35955";"15/11/2020";"22:40:08";"100,00";"1";"oficial";"11";"RICARDO MASCARENHAS";"PP";"16725";"47,05";"ELEITO";"prefeito";"BA";"2914703";"NE";"2020";"ITABERABA"
"426";"35955";"15/11/2020";"22:40:08";"100,00";"1";"oficial";"22";"JOAO FILHO";"PL";"13455";"37,85";"NAO ELEITO";"prefeito";"BA";"2914703";"NE";"2020";"ITABERABA"
"426";"35955";"15/11/2020";"22:40:08";"100,00";"1";"oficial";"15";"ZE RAIMUNDO";"MDB";"211";"0,59";"NAO ELEITO";"prefeito";"BA";"2914703";"NE";"2020";"ITABERABA"
"426";"35971";"15/11/2020";"22:33:36";"100,00";"1";"oficial";"36";"FERNANDO GOMES";"PTC";"15876";"15,35";"NAO ELEITO";"prefeito";"BA";"2914802";"NE";"2020";"ITABUNA"
"426";"35971";"15/11/2020";"22:33:36";"100,00";"1";"oficial";"50";"PROFESSOR MAX";"PSOL";"736";"0,71";"NAO ELEITO";"prefeito";"BA";"2914802";"NE";"2020";"ITABUNA"
"426";"35971";"15/11/2020";"22:33:36";"100,00";"1";"oficial";"22";"CAPITAO AZEVEDO";"PL";"17817";"17,22";"NAO ELEITO";"prefeito";"BA";"2914802";"NE";"2020";"ITABUNA"
"426";"35971";"15/11/2020";"22:33:36";"100,00";"1";"oficial";"43";"ALFREDO MELO";"PV";"164";"0,16";"NAO ELEITO";"prefeito";"BA";"2914802";"NE";"2020";"ITABUNA"
"426";"35971";"15/11/2020";"22:33:36";"100,00";"1";"oficial";"45";"EDMILTON CARNEIRO";"PSDB";"869";"0,84";"NAO ELEITO";"prefeito";"BA";"2914802";"NE";"2020";"ITABUNA"
"426";"35971";"15/11/2020";"22:33:36";"100,00";"1";"oficial";"15";"CHARLIANE SOUSA";"MDB";"3276";"3,17";"NAO ELEITO";"prefeito";"BA";"2914802";"NE";"2020";"ITABUNA"
"426";"35971";"15/11/2020";"22:33:36";"100,00";"1";"oficial";"80";"PEDRO ELIODORIO";"UP";"193";"0,19";"NAO ELEITO";"prefeito";"BA";"2914802";"NE";"2020";"ITABUNA"
"426";"35971";"15/11/2020";"22:33:36";"100,00";"1";"oficial";"13";"GERALDO SIMOES";"PT";"5653";"5,46";"NAO ELEITO";"prefeito";"BA";"2914802";"NE";"2020";"ITABUNA"
"426";"35971";"15/11/2020";"22:33:36";"100,00";"1";"oficial";"55";"AUGUSTO CASTRO";"PSD";"40868";"39,50";"ELEITO";"prefeito";"BA";"2914802";"NE";"2020";"ITABUNA"
"426";"35971";"15/11/2020";"22:33:36";"100,00";"1";"oficial";"70";"DR ISAAC NERY";"AVANTE";"7498";"7,25";"NAO ELEITO";"prefeito";"BA";"2914802";"NE";"2020";"ITABUNA"
"426";"35971";"15/11/2020";"22:33:36";"100,00";"1";"oficial";"12";"DR. MANGABEIRA";"PDT";"10508";"10,16";"NAO ELEITO";"prefeito";"BA";"2914802";"NE";"2020";"ITABUNA"
"426";"35998";"15/11/2020";"22:32:50";"100,00";"1";"oficial";"13";"ANTONIO DE ANIZIO";"PT";"8008";"63,60";"ELEITO";"prefeito";"BA";"2914901";"NE";"2020";"ITACARE"
"426";"35998";"15/11/2020";"22:32:50";"100,00";"1";"oficial";"20";"CHARLES GUSMAO";"PSC";"422";"3,35";"NAO ELEITO";"prefeito";"BA";"2914901";"NE";"2020";"ITACARE"
"426";"35998";"15/11/2020";"22:32:50";"100,00";"1";"oficial";"15";"ZE DO GAS";"MDB";"159";"1,26";"NAO ELEITO";"prefeito";"BA";"2914901";"NE";"2020";"ITACARE"
"426";"35998";"15/11/2020";"22:32:50";"100,00";"1";"oficial";"25";"NEGO";"DEM";"3970";"31,53";"NAO ELEITO";"prefeito";"BA";"2914901";"NE";"2020";"ITACARE"
"426";"35998";"15/11/2020";"22:32:50";"100,00";"1";"oficial";"70";"HODAVIA MARTINS";"AVANTE";"33";"0,26";"NAO ELEITO";"prefeito";"BA";"2914901";"NE";"2020";"ITACARE"
"426";"36013";"15/11/2020";"22:23:47";"100,00";"1";"oficial";"25";"ZENILDO MATOS";"DEM";"4857";"58,87";"ELEITO";"prefeito";"BA";"2915007";"NE";"2020";"ITAETE"
"426";"36013";"15/11/2020";"22:23:47";"100,00";"1";"oficial";"13";"VALDES BRITO";"PT";"3393";"41,13";"NAO ELEITO";"prefeito";"BA";"2915007";"NE";"2020";"ITAETE"
"426";"36030";"16/11/2020";"00:15:28";"100,00";"1";"oficial";"13";"DR FABIO";"PT";"2851";"38,02";"NAO ELEITO";"prefeito";"BA";"2915106";"NE";"2020";"ITAGI"
"426";"36030";"16/11/2020";"00:15:28";"100,00";"1";"oficial";"55";"ALEX DA SAUDE";"PSD";"567";"7,56";"NAO ELEITO";"prefeito";"BA";"2915106";"NE";"2020";"ITAGI"
"426";"36030";"16/11/2020";"00:15:28";"100,00";"1";"oficial";"25";"DR OLIVAL";"DEM";"4081";"54,42";"ELEITO";"prefeito";"BA";"2915106";"NE";"2020";"ITAGI"
"426";"36056";"15/11/2020";"22:28:20";"100,00";"1";"oficial";"18";"MARILU NEIVA";"REDE";"22";"0,26";"NAO ELEITO";"prefeito";"BA";"2915205";"NE";"2020";"ITAGIBA"
"426";"36056";"15/11/2020";"22:28:20";"100,00";"1";"oficial";"12";"ENFERMEIRA ANA CLAUDIA";"PDT";"83";"0,96";"NAO ELEITO";"prefeito";"BA";"2915205";"NE";"2020";"ITAGIBA"
"426";"36056";"15/11/2020";"22:28:20";"100,00";"1";"oficial";"90";"TICO DA RADIO";"PROS";"23";"0,27";"NAO ELEITO";"prefeito";"BA";"2915205";"NE";"2020";"ITAGIBA"
"426";"36056";"15/11/2020";"22:28:20";"100,00";"1";"oficial";"25";"DR GILSON";"DEM";"2170";"25,18";"NAO ELEITO";"prefeito";"BA";"2915205";"NE";"2020";"ITAGIBA"
"426";"36056";"15/11/2020";"22:28:20";"100,00";"1";"oficial";"65";"MARQUINHOS";"PCdoB";"4113";"47,73";"ELEITO";"prefeito";"BA";"2915205";"NE";"2020";"ITAGIBA"
"426";"36056";"15/11/2020";"22:28:20";"100,00";"1";"oficial";"55";"DALILA";"PSD";"2207";"25,61";"NAO ELEITO";"prefeito";"BA";"2915205";"NE";"2020";"ITAGIBA"
"426";"36072";"15/11/2020";"23:28:46";"100,00";"1";"oficial";"19";"LUIZINHO";"PODE";"2261";"48,33";"ELEITO";"prefeito";"BA";"2915304";"NE";"2020";"ITAGIMIRIM"
"426";"36072";"15/11/2020";"23:28:46";"100,00";"1";"oficial";"22";"DEVANIR BRILLANTINO";"PL";"1747";"37,35";"NAO ELEITO";"prefeito";"BA";"2915304";"NE";"2020";"ITAGIMIRIM"
"426";"36072";"15/11/2020";"23:28:46";"100,00";"1";"oficial";"77";"BETO";"SOLIDARIEDADE";"670";"14,32";"NAO ELEITO";"prefeito";"BA";"2915304";"NE";"2020";"ITAGIMIRIM"
"426";"36080";"15/11/2020";"23:21:28";"100,00";"1";"oficial";"55";"ADAOZINHO";"PSD";"5732";"66,75";"ELEITO";"prefeito";"BA";"2915353";"NE";"2020";"ITAGUACU DA BAHIA"
"426";"36080";"15/11/2020";"23:21:28";"100,00";"1";"oficial";"13";"ALEX";"PT";"2778";"32,35";"NAO ELEITO";"prefeito";"BA";"2915353";"NE";"2020";"ITAGUACU DA BAHIA"
"426";"36080";"15/11/2020";"23:21:28";"100,00";"1";"oficial";"65";"MARCELAO";"PCdoB";"77";"0,90";"NAO ELEITO";"prefeito";"BA";"2915353";"NE";"2020";"ITAGUACU DA BAHIA"
"426";"36099";"15/11/2020";"20:53:29";"100,00";"1";"oficial";"22";"VALERIO AGUIAR";"PL";"2083";"49,48";"NAO ELEITO";"prefeito";"BA";"2915403";"NE";"2020";"ITAJU DO COLONIA"
"426";"36099";"15/11/2020";"20:53:29";"100,00";"1";"oficial";"55";"DJALMA";"PSD";"2127";"50,52";"ELEITO";"prefeito";"BA";"2915403";"NE";"2020";"ITAJU DO COLONIA"
"426";"36110";"15/11/2020";"22:23:47";"100,00";"1";"oficial";"55";"MARCONE AMARAL";"PSD";"7126";"56,84";"ELEITO";"prefeito";"BA";"2915502";"NE";"2020";"ITAJUIPE"
"426";"36110";"15/11/2020";"22:23:47";"100,00";"1";"oficial";"12";"DR. PAULO";"PDT";"292";"2,33";"NAO ELEITO";"prefeito";"BA";"2915502";"NE";"2020";"ITAJUIPE"
"426";"36110";"15/11/2020";"22:23:47";"100,00";"1";"oficial";"11";"SI DANTAS";"PP";"5119";"40,83";"NAO ELEITO";"prefeito";"BA";"2915502";"NE";"2020";"ITAJUIPE"
"426";"36137";"15/11/2020";"22:45:05";"100,00";"1";"oficial";"50";"PROFESSOR ARMANDO AZEVEDO";"PSOL";"298";"0,87";"NAO ELEITO";"prefeito";"BA";"2915601";"NE";"2020";"ITAMARAJU"
"426";"36137";"15/11/2020";"22:45:05";"100,00";"1";"oficial";"18";"LUCIA";"REDE";"311";"0,91";"NAO ELEITO";"prefeito";"BA";"2915601";"NE";"2020";"ITAMARAJU"
"426";"36137";"15/11/2020";"22:45:05";"100,00";"1";"oficial";"19";"MARCAO DESPACHANTE";"PODE";"338";"0,99";"NAO ELEITO";"prefeito";"BA";"2915601";"NE";"2020";"ITAMARAJU"
"426";"36137";"15/11/2020";"22:45:05";"100,00";"1";"oficial";"45";"DR MARCELO";"PSDB";"17592";"51,33";"ELEITO";"prefeito";"BA";"2915601";"NE";"2020";"ITAMARAJU"
"426";"36137";"15/11/2020";"22:45:05";"100,00";"1";"oficial";"55";"LUIZ MARIO";"PSD";"14722";"42,95";"NAO ELEITO";"prefeito";"BA";"2915601";"NE";"2020";"ITAMARAJU"
"426";"36137";"15/11/2020";"22:45:05";"100,00";"1";"oficial";"22";"PEDRO DA CAMPINEIRA";"PL";"1013";"2,96";"NAO ELEITO";"prefeito";"BA";"2915601";"NE";"2020";"ITAMARAJU"
"426";"36153";"15/11/2020";"22:04:43";"100,00";"1";"oficial";"11";"DR TOM";"PP";"3489";"71,78";"ELEITO";"prefeito";"BA";"2915700";"NE";"2020";"ITAMARI"
"426";"36153";"15/11/2020";"22:04:43";"100,00";"1";"oficial";"12";"ZEBU";"PDT";"1372";"28,22";"NAO ELEITO";"prefeito";"BA";"2915700";"NE";"2020";"ITAMARI"
"426";"36170";"15/11/2020";"23:12:08";"100,00";"1";"oficial";"22";"CLEA MALTA";"PL";"5543";"38,00";"NAO ELEITO";"prefeito";"BA";"2915809";"NE";"2020";"ITAMBE"
"426";"36170";"15/11/2020";"23:12:08";"100,00";"1";"oficial";"27";"DRA ARIANA GUSMAO";"DC";"52";"0,36";"NAO ELEITO";"prefeito";"BA";"2915809";"NE";"2020";"ITAMBE"
"426";"36170";"15/11/2020";"23:12:08";"100,00";"1";"oficial";"12";"DR AGEU PIMENTEL";"PDT";"806";"5,53";"NAO ELEITO";"prefeito";"BA";"2915809";"NE";"2020";"ITAMBE"
"426";"36170";"15/11/2020";"23:12:08";"100,00";"1";"oficial";"13";"EDUARDO GAMA";"PT";"1616";"11,08";"NAO ELEITO";"prefeito";"BA";"2915809";"NE";"2020";"ITAMBE"
"426";"36170";"15/11/2020";"23:12:08";"100,00";"1";"oficial";"55";"CANDINHO";"PSD";"6568";"45,03";"ELEITO";"prefeito";"BA";"2915809";"NE";"2020";"ITAMBE"
"426";"36196";"15/11/2020";"22:14:11";"100,00";"1";"oficial";"11";"MARCUS SARMENTO";"PP";"2348";"49,79";"ELEITO";"prefeito";"BA";"2915908";"NE";"2020";"ITANAGRA"
"426";"36196";"15/11/2020";"22:14:11";"100,00";"1";"oficial";"13";"DANIA";"PT";"2196";"46,56";"NAO ELEITO";"prefeito";"BA";"2915908";"NE";"2020";"ITANAGRA"
"426";"36196";"15/11/2020";"22:14:11";"100,00";"1";"oficial";"25";"ZAI";"DEM";"37";"0,78";"NAO ELEITO";"prefeito";"BA";"2915908";"NE";"2020";"ITANAGRA"
"426";"36196";"15/11/2020";"22:14:11";"100,00";"1";"oficial";"65";"PAULO CINTRA";"PCdoB";"135";"2,86";"NAO ELEITO";"prefeito";"BA";"2915908";"NE";"2020";"ITANAGRA"
"426";"36218";"15/11/2020";"22:25:11";"100,00";"1";"oficial";"77";"SAULO CACIQUE";"SOLIDARIEDADE";"457";"3,93";"NAO ELEITO";"prefeito";"BA";"2916005";"NE";"2020";"ITANHEM"
"426";"36218";"15/11/2020";"22:25:11";"100,00";"1";"oficial";"15";"ZULMA PINHEIRO";"MDB";"3852";"33,09";"NAO ELEITO";"prefeito";"BA";"2916005";"NE";"2020";"ITANHEM"
"426";"36218";"15/11/2020";"22:25:11";"100,00";"1";"oficial";"55";"MILDSON MEDEIROS";"PSD";"7333";"62,99";"ELEITO";"prefeito";"BA";"2916005";"NE";"2020";"ITANHEM"
"426";"36234";"15/11/2020";"23:38:23";"100,00";"1";"oficial";"40";"PROF MARLYLDA";"PSB";"5833";"42,45";"NAO ELEITO";"prefeito";"BA";"2916104";"NE";"2020";"ITAPARICA"
"426";"36234";"15/11/2020";"23:38:23";"100,00";"1";"oficial";"14";"ZEZINHO";"PTB";"6482";"47,18";"ELEITO";"prefeito";"BA";"2916104";"NE";"2020";"ITAPARICA"
"426";"36234";"15/11/2020";"23:38:23";"100,00";"1";"oficial";"55";"RAIMUNDO DA HORA  PR RAIMUNDO";"PSD";"1425";"10,37";"NAO ELEITO";"prefeito";"BA";"2916104";"NE";"2020";"ITAPARICA"
"426";"36250";"15/11/2020";"22:17:20";"100,00";"1";"oficial";"11";"NAELITON";"PP";"3566";"54,33";"ELEITO";"prefeito";"BA";"2916203";"NE";"2020";"ITAPE"
"426";"36250";"15/11/2020";"22:17:20";"100,00";"1";"oficial";"55";"DR HUMBERTO";"PSD";"2997";"45,67";"NAO ELEITO";"prefeito";"BA";"2916203";"NE";"2020";"ITAPE"
"426";"36277";"15/11/2020";"23:29:08";"100,00";"1";"oficial";"25";"NUNES";"DEM";"31";"0,50";"NAO ELEITO";"prefeito";"BA";"2916302";"NE";"2020";"ITAPEBI"
"426";"36277";"15/11/2020";"23:29:08";"100,00";"1";"oficial";"11";"PEBA";"PP";"3650";"58,43";"ELEITO";"prefeito";"BA";"2916302";"NE";"2020";"ITAPEBI"
"426";"36277";"15/11/2020";"23:29:08";"100,00";"1";"oficial";"55";"CLAUDIO CARVALHO";"PSD";"2566";"41,08";"NAO ELEITO";"prefeito";"BA";"2916302";"NE";"2020";"ITAPEBI"
"426";"36293";"15/11/2020";"22:22:52";"100,00";"1";"oficial";"15";"RODRIGO HAGGE";"MDB";"23639";"70,31";"ELEITO";"prefeito";"BA";"2916401";"NE";"2020";"ITAPETINGA"
"426";"36293";"15/11/2020";"22:22:52";"100,00";"1";"oficial";"27";"PAULO DA GELADEIRA";"DC";"1215";"3,61";"NAO ELEITO";"prefeito";"BA";"2916401";"NE";"2020";"ITAPETINGA"
"426";"36293";"15/11/2020";"22:22:52";"100,00";"1";"oficial";"65";"GILSON DE JESUS";"PCdoB";"1403";"4,17";"NAO ELEITO";"prefeito";"BA";"2916401";"NE";"2020";"ITAPETINGA"
"426";"36293";"15/11/2020";"22:22:52";"100,00";"1";"oficial";"13";"AMARAL JUNIOR";"PT";"4916";"14,62";"NAO ELEITO";"prefeito";"BA";"2916401";"NE";"2020";"ITAPETINGA"
"426";"36293";"15/11/2020";"22:22:52";"100,00";"1";"oficial";"12";"JURACI NUNES";"PDT";"2448";"7,28";"NAO ELEITO";"prefeito";"BA";"2916401";"NE";"2020";"ITAPETINGA"
"426";"36315";"15/11/2020";"22:34:34";"100,00";"1";"oficial";"55";"MOREIRA";"PSD";"10431";"61,73";"ELEITO";"prefeito";"BA";"2916500";"NE";"2020";"ITAPICURU"
"426";"36315";"15/11/2020";"22:34:34";"100,00";"1";"oficial";"11";"MAGNO SOUZA";"PP";"6468";"38,27";"NAO ELEITO";"prefeito";"BA";"2916500";"NE";"2020";"ITAPICURU"
"426";"36331";"15/11/2020";"19:42:52";"100,00";"1";"oficial";"19";"MELK DAVID";"PODE";"32";"0,66";"NAO ELEITO";"prefeito";"BA";"2916609";"NE";"2020";"ITAPITANGA"
"426";"36331";"15/11/2020";"19:42:52";"100,00";"1";"oficial";"20";"HIBERLON GUIMARAES";"PSC";"1921";"39,81";"NAO ELEITO";"prefeito";"BA";"2916609";"NE";"2020";"ITAPITANGA"
"426";"36331";"15/11/2020";"19:42:52";"100,00";"1";"oficial";"40";"RO DE BETO";"PSB";"2872";"59,52";"ELEITO";"prefeito";"BA";"2916609";"NE";"2020";"ITAPITANGA"
"426";"36358";"15/11/2020";"22:41:04";"100,00";"1";"oficial";"36";"ANDERSON OLIVEIRA";"PTC";"10";"0,19";"NAO ELEITO";"prefeito";"BA";"2916708";"NE";"2020";"ITAQUARA"
"426";"36358";"15/11/2020";"22:41:04";"100,00";"1";"oficial";"11";"LEO DE EDINHO";"PP";"2401";"45,59";"NAO ELEITO";"prefeito";"BA";"2916708";"NE";"2020";"ITAQUARA"
"426";"36358";"15/11/2020";"22:41:04";"100,00";"1";"oficial";"40";"MARCO AURELIO";"PSB";"2855";"54,22";"ELEITO";"prefeito";"BA";"2916708";"NE";"2020";"ITAQUARA"
"426";"36374";"15/11/2020";"22:21:22";"100,00";"1";"oficial";"51";"COELHAO";"PATRIOTA";"29";"0,27";"NAO ELEITO";"prefeito";"BA";"2916807";"NE";"2020";"ITARANTIM"
"426";"36374";"15/11/2020";"22:21:22";"100,00";"1";"oficial";"25";"PAULO CONSTRUCAO";"DEM";"3347";"31,59";"NAO ELEITO";"prefeito";"BA";"2916807";"NE";"2020";"ITARANTIM"
"426";"36374";"15/11/2020";"22:21:22";"100,00";"1";"oficial";"11";"DU ALMEIDA";"PP";"1540";"14,54";"NAO ELEITO";"prefeito";"BA";"2916807";"NE";"2020";"ITARANTIM"
"426";"36374";"15/11/2020";"22:21:22";"100,00";"1";"oficial";"55";"FABIO GUSMAO";"PSD";"5679";"53,60";"ELEITO";"prefeito";"BA";"2916807";"NE";"2020";"ITARANTIM"
"426";"36382";"15/11/2020";"22:10:59";"100,00";"1";"oficial";"55";"DAIANE";"PSD";"5734";"55,27";"ELEITO";"prefeito";"BA";"2916856";"NE";"2020";"ITATIM"
"426";"36382";"15/11/2020";"22:10:59";"100,00";"1";"oficial";"11";"THAYNA DO AMIGO INHO";"PP";"4641";"44,73";"NAO ELEITO";"prefeito";"BA";"2916856";"NE";"2020";"ITATIM"
"426";"36390";"15/11/2020";"23:41:19";"100,00";"1";"oficial";"55";"DRA LORENNA";"PSD";"3845";"58,18";"ELEITO";"prefeito";"BA";"2916906";"NE";"2020";"ITIRUCU"
"426";"36390";"15/11/2020";"23:41:19";"100,00";"1";"oficial";"40";"AILTON CEZARINO";"PSB";"2764";"41,82";"NAO ELEITO";"prefeito";"BA";"2916906";"NE";"2020";"ITIRUCU"
"426";"36412";"15/11/2020";"22:26:09";"100,00";"1";"oficial";"55";"PROFESSOR JOSE HUMBERTO";"PSD";"787";"3,71";"NAO ELEITO";"prefeito";"BA";"2917003";"NE";"2020";"ITIUBA"
"426";"36412";"15/11/2020";"22:26:09";"100,00";"1";"oficial";"65";"DRA CECILIA";"PCdoB";"10184";"47,96";"NAO ELEITO";"prefeito";"BA";"2917003";"NE";"2020";"ITIUBA"
"426";"36412";"15/11/2020";"22:26:09";"100,00";"1";"oficial";"11";"ZE DO RADIO";"PP";"10263";"48,33";"ELEITO";"prefeito";"BA";"2917003";"NE";"2020";"ITIUBA"
"426";"36439";"15/11/2020";"22:22:43";"100,00";"1";"oficial";"25";"JONATAS";"DEM";"3514";"28,07";"NAO ELEITO";"prefeito";"BA";"2917102";"NE";"2020";"ITORORO"
"426";"36439";"15/11/2020";"22:22:43";"100,00";"1";"oficial";"65";"RUBINHO CORDEIRO";"PCdoB";"23";"0,18";"NAO ELEITO";"prefeito";"BA";"2917102";"NE";"2020";"ITORORO"
"426";"36439";"15/11/2020";"22:22:43";"100,00";"1";"oficial";"11";"PAULO RIOS";"PP";"8983";"71,75";"ELEITO";"prefeito";"BA";"2917102";"NE";"2020";"ITORORO"
"426";"36455";"15/11/2020";"22:42:43";"100,00";"1";"oficial";"11";"ADALBERTO";"PP";"5864";"48,15";"NAO ELEITO";"prefeito";"BA";"2917201";"NE";"2020";"ITUACU"
"426";"36455";"15/11/2020";"22:42:43";"100,00";"1";"oficial";"50";"CELIO BEU";"PSOL";"46";"0,38";"NAO ELEITO";"prefeito";"BA";"2917201";"NE";"2020";"ITUACU"
